Order_ID,Order_Date,Ship_Date,Delivery_Date,Order_Month,Order_Quarter,Order_Year,Is_Weekend,Is_Holiday,Customer_ID,Customer_Name,Customer_Age,Customer_Gender,Customer_Segment,Customer_City,Customer_State,Customer_Region,Customer_Rating,Days_Since_Last_Order,Product_Category,Product_Subcategory,Product_Name,Product_SKU,Supplier,Sales_Channel,Payment_Method,Shipping_Method,Quantity,Unit_Price,Unit_Cost,Gross_Sales,Discount_Percent,Discount_Amount,Tax_Amount,Shipping_Cost,Net_Sales,Profit,Profit_Margin_Percent,Marketing_Campaign,Ad_Spend,Ad_Clicks,Returned,Return_Reason,Customer_Satisfaction,Delivery_Days,Review_Score
ORD100048,2024-07-08,2024-07-11,2024-07-16,2024-07,Q3 2024,2024,False,False,CUST56805,Veronica Simpson,38,Other,New,East Wayneshire,Michigan,West,4.2,0,Electronics,Audio,Cross-platform leadingedge attitude,SKU-8702-APJE,Harrington-Baker,Retail Store,Net Banking,Express,1,293.53,151.48,293.53,10,29.35,47.55,17.24,311.73,112.7,38.39,None,0.0,0,False,,1,8,3
ORD100049,2025-09-07,2025-09-09,2025-09-17,2025-09,Q3 2025,2025,True,False,CUST72722,Jennifer Miller,33,Male,Returning,Melissaside,Missouri,East,3.5,69,Clothing,Men,Intuitive responsive structure,SKU-7809-EPOR,Bright-Francis,Online,Net Banking,Standard,1,95.52,61.52,95.52,5,4.78,16.33,3.16,107.07,29.22,30.59,Summer Sale,14.67,1,False,,4,10,1
ORD100050,2025-11-25,2025-11-29,2025-12-04,2025-11,Q4 2025,2025,False,True,CUST94790,Brett Schultz,41,Female,Corporate,South Garrettport,Alaska,Central,1.8,182,Home & Garden,Decor,Balanced fresh-thinking utilization,SKU-0455-BJPH,Knight-Sparks,Partner,Credit Card,Standard,1,155.57,100.28,155.57,0,0.0,28.0,43.11,183.57,55.29,35.54,Summer Sale,39.97,13,True,Not Needed,2,9,4
ORD100051,2024-09-29,2024-10-06,2024-10-15,2024-09,Q3 2024,2024,True,False,CUST20828,Bob Pitts,30,Female,New,South Roberta,Georgia,South,3.9,0,Sports,Outdoor,Focused maximized productivity,SKU-4740-ZDSR,"Moore, Alexander and Reed",Mobile App,Credit Card,Express,3,119.39,65.58,358.17,0,0.0,64.47,3.95,422.64,161.43,45.07,None,0.0,0,False,,2,16,3
ORD100052,2025-06-16,2025-06-21,2025-06-28,2025-06,Q2 2025,2025,False,False,CUST68183,Margaret Coleman,28,Female,Wholesale,Stephenport,Illinois,East,2.4,21,Electronics,Phones,Networked mission-critical benchmark,SKU-3695-KSSS,Spence Ltd,Retail Store,UPI,Overnight,2,910.92,448.13,1821.84,15,273.28,278.74,0.0,1827.3,652.3,35.8,None,0.0,0,False,,3,12,3
ORD100053,2024-08-13,2024-08-18,2024-08-21,2024-08,Q3 2024,2024,False,False,CUST28714,Adam Grimes,31,Male,Returning,New Julieport,Wyoming,North,4.4,347,Toys,Educational,Focused real-time website,SKU-5339-QRWU,"Becker, Taylor and Davis",Partner,Credit Card,Same Day,1,64.48,33.65,64.48,15,9.67,9.87,39.07,64.68,21.16,32.82,New Year,18.11,18,True,Defective,1,8,5
ORD100054,2025-12-11,2025-12-16,2025-12-19,2025-12,Q4 2025,2025,False,False,CUST62171,Amanda Kramer,53,Male,Returning,New Michaelberg,Colorado,East,2.3,142,Clothing,Shoes,Implemented fresh-thinking synergy,SKU-6232-YIXH,"Mcintyre, Rivas and Scott",Phone,Credit Card,Overnight,2,74.64,46.94,149.28,15,22.39,22.84,12.48,149.73,33.01,22.11,Clearance,25.89,17,False,,2,8,3
ORD100055,2025-03-21,2025-03-27,2025-04-04,2025-03,Q1 2025,2025,False,False,CUST27790,Karen Drake,38,Other,New,Lindamouth,California,West,4.4,0,Food,Organic,Digitized web-enabled definition,SKU-6851-YZAQ,"Martinez, Richardson and Curry",Online,Credit Card,Pickup,4,13.94,8.13,55.76,0,0.0,10.04,22.6,65.8,23.24,41.68,Summer Sale,40.53,10,False,,4,14,3
ORD100056,2026-02-27,2026-03-06,2026-03-09,2026-02,Q1 2026,2026,False,False,CUST93584,James Little,25,Male,Returning,Danielbury,New Mexico,Central,1.7,185,Toys,Educational,Assimilated regional open architecture,SKU-5931-ODST,"Ortiz, Taylor and Shah",Partner,PayPal,Express,2,55.45,37.01,110.9,5,5.54,18.96,25.44,124.32,31.34,28.26,Black Friday,11.84,15,False,,2,10,3
ORD100057,2026-02-17,2026-02-19,2026-03-01,2026-02,Q1 2026,2026,False,False,CUST18617,Johnathan Davis,23,Other,VIP,South Shawn,Texas,East,2.2,245,Books,Comics,User-friendly tangible moratorium,SKU-6926-PGFN,Crosby-Ramirez,Mobile App,Credit Card,Express,1,35.87,24.93,35.87,5,1.79,6.13,26.28,40.21,9.15,25.51,Summer Sale,6.27,10,False,,5,12,1
ORD100058,2025-05-30,2025-06-06,2025-06-15,2025-05,Q2 2025,2025,False,False,CUST33850,Claudia Wallace,42,Male,Wholesale,Port Michael,Utah,Central,4.1,66,Sports,Apparel,Multi-layered needs-based project,SKU-5064-MHDF,"Lewis, Fowler and Maddox",Online,PayPal,Standard,1,95.12,63.1,95.12,0,0.0,17.12,21.63,112.24,32.02,33.66,Summer Sale,25.91,9,False,,1,16,2
ORD100059,2026-01-06,2026-01-09,2026-01-11,2026-01,Q1 2026,2026,False,False,CUST93238,Gavin Zhang,31,Other,VIP,North Maria,Oklahoma,East,4.8,140,Home & Garden,Kitchen,Expanded optimizing data-warehouse,SKU-3529-ARJI,"King, Thompson and Guerrero",Online,UPI,Standard,1,287.4,159.7,287.4,15,43.11,43.97,6.26,288.26,84.59,29.43,Summer Sale,25.13,5,False,,5,5,5
ORD100060,2024-12-07,2024-12-14,2024-12-24,2024-12,Q4 2024,2024,True,True,CUST13718,Adrian Tyler,29,Female,Corporate,New Mario,Idaho,Central,1.3,328,Clothing,Women,Fundamental actuating capacity,SKU-6811-ECXX,"Wheeler, Hayes and Walker",Online,UPI,Express,1,116.48,67.74,116.48,0,0.0,20.97,38.55,137.45,48.74,41.84,None,0.0,0,False,,2,17,5
ORD100061,2026-05-16,2026-05-22,2026-05-27,2026-05,Q2 2026,2026,True,False,CUST99783,Monica Kerr,35,Other,Corporate,Stephentown,Arkansas,West,2.6,232,Toys,Educational,Polarized impactful interface,SKU-1771-FUMJ,Martinez PLC,Online,Credit Card,Standard,1,79.73,44.94,79.73,5,3.99,13.63,3.65,89.37,30.8,38.63,Clearance,23.22,10,True,Late Delivery,2,11,2
ORD100062,2024-08-04,2024-08-07,2024-08-16,2024-08,Q3 2024,2024,True,False,CUST51827,Kimberly Nguyen,44,Other,New,Shawnchester,Connecticut,East,2.0,0,Home & Garden,Decor,Total bifurcated projection,SKU-8367-OAVD,Perry-Davis,Online,Net Banking,Standard,1,294.09,129.17,294.09,10,29.41,47.64,6.13,312.32,135.51,46.08,Summer Sale,2.53,12,False,,2,12,4
